matiere,annee,num_question,texte_question
mathématiques,2022,8,déterminer l équation dé la droite pasant par a 1 2 entier b 3 6
mathématiques,2022,9,factoriser le polynôme p x x³ 6x² 11x 6
mathématiques,2022,10,un capitale dé 1000 est placé à 5 d intérêt composé anuel quel est le montant après 3 ans
mathématiques,2021,1,calculer une dérivée simple donez déux exemple préécis
mathématiques,2021,2,résoudre une équation logarithmique rsumez entier quelques lignes
mathématiques,2021,3,dveloper une expression ilustrez par un schéma simple
mathématiques,2021,4,dterminer une équation dé droite donez une définition complte
mathématiques,2021,5,noncer le thorme dé Pythagore expliquez avec un exemple concret
mathématiques,2021,6,calculer une moyenne donez une définition complte
mathématiques,2021,7,calculer le discriminant comparez avec une notion préééoche
mathématiques,2021,8,calculer un sinus donez une définition complte
mathématiques,2021,9,calculer un volume expliquez avec un exemple concret
mathématiques,2021,10,tracer un tableau dé signe donez déux exemple préécis
mathématiques,2021,11,calculer un volume prééésentez les avantages entier limites
mathématiques,2021,12,calculer une moyenne ilustrez par un schéma simple
mathématiques,2021,13,résoudre une équation du second degré donez une aplication pratique
mathématiques,2021,14,dterminer une primitive rsumez entier quelques lignes
mathématiques,2021,15,dveloper une expression rsumez entier quelques lignes
mathématiques,2021,16,definir une suite gomtrique expliquez avec un exemple concret
mathématiques,2021,17,calculer une aire prééésentez les avantages entier limites
mathématiques,2021,18,calculer un volume rsumez entier quelques lignes
mathématiques,2021,19,calculer un volume comparez avec une notion préééoche
mathématiques,2021,20,calculer un volume comparez avec une notion préééoche
autre,2019,1,identifier un temps verbal expliquez avec un exemple concret
autre,2019,2,donner un synonyme rsumez entier quelques lignes
autre,2019,3,donner un synonyme prééésentez les étapes préééincipales
autre,2019,4,rédiger une introduction prééésentez les avantages entier limites
autre,2019,5,transformer une phrase active entier pasive expliquez selon le préééograme dé finaliste
autre,2019,6,accorder un participe pas prééésentez les étapes préééincipales
autre,2019,7,identifier un temps verbal ilustrez par un schéma simple
autre,2019,8,identifier un temps verbal donez déux exemple préécis
autre,2019,9,former une phrase au conditionnel prééésentez les étapes préééincipales
autre,2019,10,definir le régistre soutenu ilustrez par un schéma simple
autre,2019,11,donner un exemple dé métaphore prééésentez les étapes préééincipales
autre,2019,12,accorder un participe pas comparez avec une notion préééoche
autre,2019,13,donner un synonyme expliquez avec un exemple concret
autre,2019,14,expliquer le rôle du narateur expliquez selon le préééograme dé finaliste
autre,2019,15,definir le complément d objet direct prééésentez les étapes préééincipales
autre,2019,16,identifier un temps verbal expliquez avec un exemple concret
autre,2019,17,coriger une phrase prééésentez les étapes préééincipales
autre,2019,18,transformer un discours direct comparez avec une notion préééoche
autre,2019,19,transformer un discours direct ilustrez par un schéma simple
autre,2019,20,donner un antonyme prééésentez les avantages entier limites
physique-chimie,2019,1,donner la formule dé la puissance lectrique rsumez entier quelques lignes
physique-chimie,2019,2,definir un atome donez déux exemple préécis
physique-chimie,2019,3,noncer la loi d ohm donez une aplication pratique
physique-chimie,2019,4,definir une raction chimique donez déux exemple préécis
physique-chimie,2019,5,noncer la loi d ohm ilustrez par un schéma simple
physique-chimie,2019,6,definir la vitesse expliquez avec un exemple concret
physique-chimie,2019,7,definir l vaporation donez une définition complte
physique-chimie,2019,8,definir l énergie cintique rsumez entier quelques lignes
physique-chimie,2019,9,expliquer la réfraction donez déux exemple préécis
physique-chimie,2019,10,definir la gravitation donez une aplication pratique
physique-chimie,2019,11,noncer la loi d ohm ilustrez par un schéma simple
physique-chimie,2019,12,definir l énergie cintique prééésentez les étapes préééincipales
physique-chimie,2019,13,calculer un travail mcanique rsumez entier quelques lignes
physique-chimie,2019,14,quilibrer une équation chimique expliquez selon le préééograme dé finaliste
physique-chimie,2019,15,expliquer la fusion expliquez avec un exemple concret
physique-chimie,2019,16,citer les tats dé la matière rsumez entier quelques lignes
physique-chimie,2019,17,calculer un travail mcanique expliquez avec un exemple concret
physique-chimie,2019,18,definir la tension lectrique rsumez entier quelques lignes
physique-chimie,2019,19,definir la tension lectrique donez déux exemple préécis
physique-chimie,2019,20,calculer une préééesion expliquez selon le préééograme dé finaliste
physique-chimie,2022,1,definir une raction chimique
physique-chimie,2022,2,noncer la loi d ohm
physique-chimie,2022,3,definir l vaporation
physique-chimie,2022,4,calculer la préééesion exerce sur une surface
physique-chimie,2022,5,definir un atome
physique-chimie,2022,6,definir la vitesse
physique-chimie,2022,7,definir un acide
physique-chimie,2022,8,calculer la dénsit d un corps
physique-chimie,2022,9,donner la composition du noyau atomique
physique-chimie,2022,10,definir la force gravitationele
physique-chimie,2022,11,quilibrer une équation chimique simple
physique-chimie,2022,12,definir l énergie cintique
physique-chimie,2022,13,expliquer la difrence entre masse entier poids
physique-chimie,2022,14,expliquer le phnomne dé la réfraction
physique-chimie,2022,15,citer les tats physiques dé la matière
physique-chimie,2022,16,calculer le travail d une force
physique-chimie,2022,17,citer trois mtaux conducteurs
physique-chimie,2022,18,definir la tension lectrique
physique-chimie,2022,19,expliquer la fusion
physique-chimie,2022,20,donner la formule dé la puissance lectrique
physique-chimie,2023,2,calculer un travail mcanique donez une définition complte
physique-chimie,2023,3,definir la gravitation expliquez selon le préééograme dé finaliste
physique-chimie,2023,4,definir la gravitation donez déux exemple préécis
physique-chimie,2023,5,definir une raction chimique rsumez entier quelques lignes
physique-chimie,2023,6,donner la composition du noyau donez une aplication pratique
physique-chimie,2023,7,difrencier masse entier poids donez une aplication pratique
physique-chimie,2023,8,definir un atome expliquez avec un exemple concret
physique-chimie,2023,9,donner la composition du noyau expliquez avec un exemple concret
physique-chimie,2023,10,definir l vaporation prééésentez les étapes préééincipales
physique-chimie,2023,11,calculer une préééesion prééésentez les étapes préééincipales
physique-chimie,2023,12,definir la vitesse prééésentez les avantages entier limites
physique-chimie,2023,13,definir la vitesse prééésentez les étapes préééincipales
physique-chimie,2023,14,donner la composition du noyau prééésentez les étapes préééincipales
physique-chimie,2023,15,citer les tats dé la matière expliquez selon le préééograme dé finaliste
physique-chimie,2023,16,definir la tension lectrique donez une aplication pratique
physique-chimie,2023,17,difrencier masse entier poids comparez avec une notion préééoche
physique-chimie,2023,18,definir la gravitation donez déux exemple préécis
physique-chimie,2023,19,expliquer la réfraction donez une définition complte
physique-chimie,2023,20,definir un atome donez déux exemple préécis
mathématiques,2022,1,résoudre une équation logarithmique expliquez selon le préééograme dé finaliste
mathématiques,2022,2,calculer le discriminant prééésentez les avantages entier limites
mathématiques,2022,3,calculer le discriminant comparez avec une notion préééoche
mathématiques,2022,4,factoriser une expression donez déux exemple préécis
mathématiques,2022,5,résoudre une équation du second degré prééésentez les étapes préééincipales
mathématiques,2022,6,factoriser une expression ilustrez par un schéma simple
mathématiques,2022,7,calculer un volume comparez avec une notion préééoche
mathématiques,2022,8,dveloper une expression expliquez avec un exemple concret
mathématiques,2022,9,definir une suite gomtrique prééésentez les avantages entier limites
mathématiques,2022,10,calculer une limite prééésentez les avantages entier limites
mathématiques,2022,11,tracer un tableau dé signe donez déux exemple préécis
mathématiques,2022,12,calculer le discriminant rsumez entier quelques lignes
mathématiques,2022,13,résoudre un système d équations donez une définition complte
mathématiques,2022,14,calculer une moyenne expliquez avec un exemple concret
mathématiques,2022,15,calculer un sinus comparez avec une notion préééoche
mathématiques,2022,16,calculer une limite expliquez avec un exemple concret
mathématiques,2022,17,tracer un tableau dé signe donez une définition complte
mathématiques,2022,18,calculer une moyenne expliquez selon le préééograme dé finaliste
mathématiques,2022,19,calculer une aire ilustrez par un schéma simple
mathématiques,2022,20,calculer une limite donez une définition complte
mathématiques,2021,1,calculer la moyenne dés nombres suivants 12 15 17 20
mathématiques,2021,2,dterminer l équation d une droite pasant par déux points
mathématiques,2021,3,calculer le sinus d un angle dé 30
mathématiques,2021,4,dterminer l image dé 2 par f x x² 1
